S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
180,LANDED HOUSING DEVELOPMENT,COVE DRIVE,Detached,4,CCR,99 yrs lease commencing from 2007,Resale,1,17000000,-,8727,Land,-,1948,Jan-19
181,LANDED HOUSING DEVELOPMENT,FABER PARK,Detached,5,OCR,Freehold,Resale,1,10200000,-,8099,Land,-,1259,Jan-19
182,REGENT VILLAS,JALAN LIM TAI SEE,Semi-detached,10,CCR,99 yrs lease commencing from 1991,Resale,1,3495000,-,2872,Land,-,1217,Jan-19
183,LUCKY PARK,LANTANA AVENUE,Semi-detached,10,CCR,Freehold,Resale,1,6100000,-,3823,Land,-,1595,Jan-19
184,LANDED HOUSING DEVELOPMENT,JERVOIS HILL,Detached,10,CCR,Freehold,Resale,1,30880000,-,15194,Land,-,2032,Jan-19
185,LANDED HOUSING DEVELOPMENT,HUA GUAN AVENUE,Semi-detached,21,RCR,999 yrs lease commencing from 1879,Resale,1,6500000,-,3478,Land,-,1869,Jan-19
186,HONG KONG PARK,STONE AVENUE,Semi-detached,21,RCR,999 yrs lease commencing from 1879,Resale,1,6080000,-,2593,Land,-,2345,Jan-19
187,ONE TREE HILL COLLECTION,ONE TREE HILL,Semi-detached,10,CCR,Freehold,New Sale,1,9168000,-,2939,Land,-,3120,Jan-19
188,HOLLAND GROVE,HOLLAND GROVE VIEW,Semi-detached,10,CCR,99 yrs lease commencing from 1994,Resale,1,2750000,-,2168,Land,-,1269,Jan-19
189,WEST COAST GARDENS,WEST COAST PLACE,Terrace,5,OCR,956 yrs lease commencing from 1928,Resale,1,3000000,-,2004,Land,-,1497,Jan-19
190,LANDED HOUSING DEVELOPMENT,MARGOLIOUTH ROAD,Detached,10,CCR,Freehold,Resale,1,9750000,-,6082,Land,-,1603,Jan-19
191,THE VILLAS @ SENTOSA COVE,OCEAN DRIVE,Terrace,4,CCR,99 yrs lease commencing from 2005,Resale,1,4888000,-,2327,Land,-,2100,Jan-19
192,LANDED HOUSING DEVELOPMENT,CLEMENTI ROAD,Terrace,21,RCR,Freehold,Resale,1,3050000,-,2030,Land,-,1502,Dec-18
193,KINGSVILLE,KING'S DRIVE,Semi-detached,10,CCR,102 yrs lease commencing from 1996,Resale,1,3000000,-,2422,Land,-,1239,Dec-18
194,EDEN PARK,REDWOOD AVENUE,Semi-detached,10,CCR,Freehold,Resale,1,5100000,-,3226,Land,-,1581,Dec-18
195,CHENG SOON GARDEN,KISMIS AVENUE,Semi-detached,21,RCR,Freehold,Resale,1,5050000,-,3972,Land,-,1271,Dec-18
196,LANDED HOUSING DEVELOPMENT,JALAN SIANTAN,Semi-detached,10,CCR,Freehold,Resale,1,6600000,-,4945,Land,-,1335,Dec-18
197,LANDED HOUSING DEVELOPMENT,MOONBEAM WALK,Semi-detached,10,CCR,999 yrs lease commencing from 1885,Resale,1,5500000,-,3918,Land,-,1404,Dec-18
198,WESTVIEW GARDENS,JALAN MAS KUNING,Semi-detached,5,OCR,Freehold,Resale,1,4250000,-,4968,Land,-,856,Dec-18
199,LANDED HOUSING DEVELOPMENT,OEI TIONG HAM PARK,Detached,10,CCR,Freehold,Resale,1,19350000,-,15046,Land,-,1286,Dec-18
200,SPRINGWOOD,JALAN MAT JAMBOL,Terrace,5,RCR,Freehold,Resale,1,3250000,-,2185,Land,-,1487,Dec-18
201,CAMWOOD PARK,GALLOP ROAD,Detached,10,CCR,Freehold,Resale,1,26000000,-,15101,Land,-,1722,Dec-18
202,LANDED HOUSING DEVELOPMENT,LORONG PISANG EMAS,Terrace,21,RCR,Freehold,Resale,1,2900000,-,3148,Land,-,921,Nov-18
203,LANDED HOUSING DEVELOPMENT,JALAN KERIA,Detached,21,RCR,99 yrs lease commencing from 1952,Resale,1,2000000,-,6468,Land,-,309,Nov-18
204,LANDED HOUSING DEVELOPMENT,MING TECK PARK,Terrace,10,CCR,999 yrs lease commencing from 1876,Resale,1,3380000,-,1757,Land,-,1924,Nov-18
205,LANDED HOUSING DEVELOPMENT,GREENLEAF DRIVE,Semi-detached,10,CCR,Freehold,Resale,1,6135000,-,2348,Land,-,2613,Nov-18
206,KINGSVILLE,KING'S ROAD,Semi-detached,10,CCR,102 yrs lease commencing from 1996,Resale,2,3750000,-,2735,Land,-,1371,Nov-18
207,KASARA,OCEAN DRIVE,Detached,4,CCR,99 yrs lease commencing from 2006,Resale,1,14800000,-,9042,Land,-,1637,Nov-18
208,LANDED HOUSING DEVELOPMENT,CLUNY ROAD,Detached,10,CCR,Freehold,Resale,1,30800000,-,16199,Land,-,1901,Nov-18
209,SHAMROCK PARK,NAMLY DRIVE,Semi-detached,10,CCR,Freehold,Resale,1,5600000,-,3212,Land,-,1743,Nov-18
210,LANDED HOUSING DEVELOPMENT,CORONATION ROAD,Detached,10,CCR,Freehold,Resale,1,8000000,-,4178,Land,-,1915,Nov-18
211,LANDED HOUSING DEVELOPMENT,CORONATION ROAD,Semi-detached,10,CCR,999 yrs lease commencing from 1875,Resale,1,9138000,-,5849,Land,-,1562,Nov-18
212,LANDED HOUSING DEVELOPMENT,WISHART ROAD,Semi-detached,4,RCR,Freehold,Resale,1,4200000,-,3760,Land,-,1117,Nov-18
213,LANDED HOUSING DEVELOPMENT,COVE DRIVE,Detached,4,CCR,99 yrs lease commencing from 2007,Resale,1,23988000,-,9539,Land,-,2515,Nov-18
214,HONG KONG PARK,SIAN TUAN AVENUE,Detached,21,RCR,999 yrs lease commencing from 1879,Resale,1,9100000,-,4418,Land,-,2060,Nov-18
215,LANDED HOUSING DEVELOPMENT,CORONATION ROAD WEST,Detached,10,CCR,Freehold,Resale,1,13000000,-,5210,Land,-,2495,Nov-18
216,LANDED HOUSING DEVELOPMENT,BISHOPSGATE,Detached,10,CCR,Freehold,Resale,1,26000000,-,16552,Land,-,1571,Nov-18
217,MANDARIN PARK,JALAN JURONG KECHIL,Terrace,21,RCR,Freehold,New Sale,1,4200000,-,3174,Land,-,1323,Nov-18
218,CHENG SOON GARDEN,KISMIS AVENUE,Terrace,21,RCR,Freehold,Resale,1,2400000,-,2088,Land,-,1149,Nov-18
219,BAN GUAN PARK,GREENLEAF PLACE,Semi-detached,10,CCR,Freehold,Resale,1,5350000,-,3299,Land,-,1622,Nov-18
220,LANDED HOUSING DEVELOPMENT,MARGOLIOUTH ROAD,Detached,10,CCR,Freehold,Resale,1,11000000,-,6016,Land,-,1828,Nov-18
221,HOLLAND GROVE,HOLLAND GROVE VIEW,Semi-detached,10,CCR,99 yrs lease commencing from 1994,Resale,1,2638800,-,2153,Land,-,1226,Nov-18
222,OEI TIONG HAM PARK,OEI TIONG HAM PARK,Detached,10,CCR,Freehold,Resale,1,22000000,-,14157,Land,-,1554,Oct-18
223,LANDED HOUSING DEVELOPMENT,LORONG PISANG UDANG,Semi-detached,21,RCR,Freehold,Resale,1,5680000,-,3308,Land,-,1717,Oct-18
224,LANDED HOUSING DEVELOPMENT,GREENLEAF DRIVE,Semi-detached,10,CCR,Freehold,Resale,1,6000000,-,2357,Land,-,2545,Oct-18
225,HOOVER PARK,YUK TONG AVENUE,Terrace,21,RCR,Freehold,Resale,1,3300000,-,1804,Land,-,1829,Oct-18
226,LANDED HOUSING DEVELOPMENT,HOLLAND ROAD,Detached,10,CCR,Freehold,Resale,1,10380000,-,6568,Land,-,1580,Oct-18
227,LANDED HOUSING DEVELOPMENT,GREENLEAF DRIVE,Semi-detached,10,CCR,Freehold,Resale,1,6200000,-,3590,Land,-,1727,Oct-18
228,LANDED HOUSING DEVELOPMENT,CORONATION DRIVE,Semi-detached,10,CCR,999 yrs lease commencing from 1875,Resale,1,6600000,-,4692,Land,-,1407,Oct-18
229,SHAMROCK PARK,NAMLY AVENUE,Semi-detached,10,CCR,Freehold,Resale,1,6380000,-,3244,Land,-,1967,Oct-18
230,LANDED HOUSING DEVELOPMENT,TOH YI ROAD,Semi-detached,21,RCR,Freehold,Resale,1,4850000,-,3083,Land,-,1573,Oct-18
231,LANDED HOUSING DEVELOPMENT,JALAN MERBOK,Semi-detached,21,RCR,Freehold,Resale,1,3900000,-,2519,Land,-,1548,Oct-18
232,LANDED HOUSING DEVELOPMENT,BISHOPSGATE,Detached,10,CCR,Freehold,Resale,1,27888000,-,15085,Land,-,1849,Oct-18
233,LANDED HOUSING DEVELOPMENT,HOLLAND ROAD,Detached,10,CCR,Freehold,Resale,1,10350000,-,6734,Land,-,1537,Oct-18
234,LANDED HOUSING DEVELOPMENT,LORONG PISANG ASAM,Terrace,21,RCR,Freehold,Resale,1,2900000,-,1837,Land,-,1578,Oct-18
235,LANDED HOUSING DEVELOPMENT,JALAN KAMPONG CHANTEK,Detached,21,RCR,Freehold,Resale,1,15300000,-,11155,Land,-,1372,Oct-18
236,WEST COAST GARDENS,WEST COAST PLACE,Terrace,5,OCR,956 yrs lease commencing from 1928,Resale,1,2900000,-,2002,Land,-,1448,Oct-18
237,HOLLAND GREEN,HOLLAND GREEN,Detached,10,CCR,99 yrs lease commencing from 1995,Resale,1,4500000,-,4359,Land,-,1032,Oct-18
238,GOLDEN RISE ESTATE,LORONG KISMIS,Terrace,21,RCR,Freehold,Resale,1,2950000,-,2209,Land,-,1336,Oct-18
239,LANDED HOUSING DEVELOPMENT,JALAN JURONG KECHIL,Terrace,21,RCR,Freehold,Resale,1,2680000,-,2100,Land,-,1276,Oct-18
240,LANDED HOUSING DEVELOPMENT,ROBIN WALK,Semi-detached,10,CCR,Freehold,Resale,1,7230000,-,2813,Land,-,2571,Oct-18
241,PARADISE ISLAND,PARADISE ISLAND,Detached,4,CCR,99 yrs lease commencing from 2005,Resale,1,14000000,-,9236,Land,-,1516,Oct-18
242,KASARA,OCEAN DRIVE,Detached,4,CCR,99 yrs lease commencing from 2006,Resale,1,14000000,-,9042,Land,-,1548,Oct-18
243,LANDED HOUSING DEVELOPMENT,DALVEY ROAD,Detached,10,CCR,Freehold,Resale,1,93900000,-,52059,Land,-,1804,Sep-18
244,SUMMERLEA GREEN,KISMIS GREEN,Terrace,21,RCR,99 yrs lease commencing from 1995,Resale,1,2180000,-,1615,Land,-,1350,Sep-18
245,GAO MING HUA YUAN,SHAMAH TERRACE,Semi-detached,21,RCR,Freehold,Resale,1,4750000,-,5881,Land,-,808,Sep-18
246,LANDED HOUSING DEVELOPMENT,KINGSMEAD ROAD,Detached,10,CCR,Freehold,Resale,1,15000000,-,9494,Land,-,1580,Sep-18
247,GREENRIDGE,GREENRIDGE CRESCENT,Terrace,21,RCR,Freehold,Resale,1,3780000,-,3052,Land,-,1239,Sep-18
248,GAO MING HUA YUAN,SHAMAH TERRACE,Terrace,21,RCR,Freehold,Resale,1,3850000,-,4606,Land,-,836,Sep-18
249,LANDED HOUSING DEVELOPMENT,WOOLLERTON DRIVE,Detached,10,CCR,Freehold,Resale,1,16600000,-,9850,Land,-,1685,Sep-18
250,LANDED HOUSING DEVELOPMENT,SIOK WAN CLOSE,Semi-detached,5,RCR,Freehold,Resale,1,3900000,-,3606,Land,-,1082,Sep-18
251,HOOVER PARK,LORONG PISANG RAJA,Terrace,21,RCR,Freehold,Resale,1,3580000,-,1864,Land,-,1920,Sep-18
252,LANDED HOUSING DEVELOPMENT,CHUN TIN ROAD,Semi-detached,21,RCR,Freehold,Resale,1,4800000,-,2406,Land,-,1995,Sep-18
253,CHENG SOON GARDEN,CHENG SOON GARDEN,Terrace,21,RCR,Freehold,Resale,1,3200000,-,2016,Land,-,1587,Sep-18
254,KINGSVILLE,KING'S DRIVE,Semi-detached,10,CCR,102 yrs lease commencing from 1996,Resale,1,3302000,-,2540,Land,-,1300,Sep-18
255,LANDED HOUSING DEVELOPMENT,ZEHNDER ROAD,Semi-detached,5,RCR,Freehold,Resale,1,5000000,-,3315,Land,-,1508,Sep-18
256,LANDED HOUSING DEVELOPMENT,JALAN MERAH SAGA,Semi-detached,10,CCR,Freehold,Resale,1,4950000,-,3474,Land,-,1425,Sep-18
257,LUCKY PARK,LEMON AVENUE,Terrace,10,CCR,Freehold,Resale,1,4800000,-,3413,Land,-,1406,Sep-18
258,CHENG SOON GARDEN,CHENG SOON GARDEN,Terrace,21,RCR,Freehold,Resale,1,2900000,-,2016,Land,-,1438,Aug-18
259,LANDED HOUSING DEVELOPMENT,NAMLY GROVE,Detached,10,CCR,Freehold,Resale,1,14000000,-,8341,Land,-,1678,Aug-18
260,SHEPHERD'S HILL ESTATE,MERINO CRESCENT,Detached,3,RCR,Freehold,Resale,1,5350000,-,4108,Land,-,1302,Aug-18
261,LANDED HOUSING DEVELOPMENT,MERINO CRESCENT,Semi-detached,3,RCR,Freehold,Resale,1,3880000,-,2488,Land,-,1560,Aug-18
262,LANDED HOUSING DEVELOPMENT,HOOT KIAM ROAD,Terrace,10,CCR,Freehold,Resale,1,3050000,-,1579,Land,-,1932,Aug-18
263,LANDED HOUSING DEVELOPMENT,HOLLAND ROAD,Detached,10,CCR,Freehold,Resale,1,13500000,-,9694,Land,-,1393,Aug-18
264,CLEMENTI PARK,SUNSET WAY,Terrace,21,OCR,Freehold,Resale,1,5680000,-,4024,Land,-,1412,Aug-18
265,LANDED HOUSING DEVELOPMENT,JALAN AMPANG,Semi-detached,10,CCR,Freehold,Resale,1,5200000,-,3252,Land,-,1599,Aug-18
266,LANDED HOUSING DEVELOPMENT,BELMONT ROAD,Detached,10,CCR,Freehold,Resale,1,33800000,-,15070,Land,-,2243,Aug-18
267,LANDED HOUSING DEVELOPMENT,COVE GROVE,Detached,4,CCR,99 yrs lease commencing from 2007,Resale,1,33300000,-,18555,Land,-,1795,Aug-18
268,KINGSVILLE,KING'S ROAD,Semi-detached,10,CCR,102 yrs lease commencing from 1996,Resale,1,3300000,-,2662,Land,-,1240,Aug-18
269,LANDED HOUSING DEVELOPMENT,KING'S ROAD,Semi-detached,10,CCR,Freehold,Resale,1,6200000,-,3534,Land,-,1754,Aug-18
270,LANDED HOUSING DEVELOPMENT,GUOK AVENUE,Detached,5,RCR,Freehold,Resale,1,4520000,-,5316,Land,-,850,Aug-18
271,LANDED HOUSING DEVELOPMENT,SECOND AVENUE,Detached,10,CCR,Freehold,Resale,1,27500000,-,19996,Land,-,1375,Aug-18
272,HOOVER PARK,YUK TONG AVENUE,Terrace,21,RCR,Freehold,Resale,1,3600000,-,1791,Land,-,2010,Aug-18
273,MAYFAIR PARK,JALAN KERIA,Semi-detached,21,RCR,99 yrs lease commencing from 1952,Resale,1,1650000,-,3849,Land,-,429,Aug-18
274,LANDED HOUSING DEVELOPMENT,FERNHILL ROAD,Terrace,10,CCR,Freehold,Resale,1,4480000,-,3991,Land,-,1122,Aug-18
275,LANDED HOUSING DEVELOPMENT,BINJAI RISE,Detached,21,RCR,Freehold,Resale,1,14200000,-,17035,Land,-,834,Aug-18
276,LANDED HOUSING DEVELOPMENT,JALAN MERAH SAGA,Semi-detached,10,CCR,Freehold,Resale,1,6880000,-,4052,Land,-,1698,Aug-18
277,LANDED HOUSING DEVELOPMENT,ROBIN CLOSE,Semi-detached,10,CCR,Freehold,Resale,1,8600000,-,5172,Land,-,1663,Aug-18
278,ALLAMANDA GROVE,ALLAMANDA GROVE,Semi-detached,10,CCR,Freehold,Resale,1,6780000,-,3816,Land,-,1777,Aug-18
279,ONE TREE HILL COLLECTION,ONE TREE HILL,Semi-detached,10,CCR,Freehold,New Sale,1,8938800,-,2939,Land,-,3042,Aug-18
280,LANDED HOUSING DEVELOPMENT,FARRER ROAD,Terrace,10,CCR,Freehold,Resale,1,3950000,-,2700,Land,-,1463,Aug-18
281,MOUNT SINAI,MOUNT SINAI DRIVE,Terrace,10,CCR,999 yrs lease commencing from 1885,Resale,1,3880000,-,1811,Land,-,2143,Aug-18
282,LANDED HOUSING DEVELOPMENT,ENG KONG PLACE,Terrace,21,RCR,99 yrs lease commencing from 1992,Resale,1,2110000,-,2417,Land,-,873,Aug-18
283,CLEMENTI GREEN,CLEMENTI CRESCENT,Terrace,21,RCR,Freehold,Resale,1,3050000,-,2450,Land,-,1245,Aug-18
284,LANDED HOUSING DEVELOPMENT,CORONATION ROAD,Semi-detached,10,CCR,Freehold,Resale,1,5500000,-,3277,Land,-,1679,Aug-18
285,LANDED HOUSING DEVELOPMENT,GARLICK AVENUE,Semi-detached,10,CCR,99 yrs lease commencing from 1996,Resale,1,3350000,-,2153,Land,-,1556,Jul-18
286,ONE TREE HILL COLLECTION,JALAN ARNAP,Semi-detached,10,CCR,Freehold,New Sale,1,8249400,-,2336,Land,-,3532,Jul-18
287,HOOVER PARK,LORONG PISANG BATU,Semi-detached,21,RCR,Freehold,Resale,1,4820000,-,2975,Land,-,1620,Jul-18
288,LANDED HOUSING DEVELOPMENT,LORONG PISANG EMAS,Semi-detached,21,RCR,Freehold,Resale,1,4200000,-,3338,Land,-,1258,Jul-18
289,KINGSVILLE,KING'S ROAD,Semi-detached,10,CCR,102 yrs lease commencing from 1996,Resale,1,3400000,-,2422,Land,-,1404,Jul-18
290,LANDED HOUSING DEVELOPMENT,DUKE'S ROAD,Terrace,10,CCR,Freehold,Resale,1,5600000,-,2911,Land,-,1924,Jul-18
291,LANDED HOUSING DEVELOPMENT,FABER GREEN,Terrace,5,OCR,Freehold,Resale,1,2910000,-,2132,Land,-,1365,Jul-18
292,LANDED HOUSING DEVELOPMENT,FABER DRIVE,Semi-detached,5,OCR,Freehold,Resale,1,5350000,-,4446,Land,-,1203,Jul-18
293,LANDED HOUSING DEVELOPMENT,BELMONT ROAD,Detached,10,CCR,Freehold,Resale,1,43500000,-,30420,Land,-,1430,Jul-18
294,LANDED HOUSING DEVELOPMENT,JALAN SELANTING,Semi-detached,21,RCR,Freehold,Resale,1,4850000,-,4703,Land,-,1031,Jul-18
295,LANDED HOUSING DEVELOPMENT,JALAN JURONG KECHIL,Terrace,21,RCR,Freehold,Resale,1,2700000,-,2395,Land,-,1127,Jul-18
296,WEST COAST GARDENS,WEST COAST PLACE,Terrace,5,OCR,956 yrs lease commencing from 1928,Resale,1,3000000,-,2005,Land,-,1496,Jul-18
297,LANDED HOUSING DEVELOPMENT,LORONG PISANG UDANG,Semi-detached,21,RCR,Freehold,Resale,1,5000000,-,3220,Land,-,1553,Jul-18
298,OEI TIONG HAM PARK,OEI TIONG HAM PARK,Detached,10,CCR,Freehold,Resale,1,18300000,-,13468,Land,-,1359,Jul-18
299,HOLLAND GARDENS,MOONBEAM VIEW,Semi-detached,10,CCR,999 yrs lease commencing from 1885,Resale,1,5820000,-,3425,Land,-,1699,Jul-18
300,LANDED HOUSING DEVELOPMENT,HUA GUAN AVENUE,Detached,21,RCR,999 yrs lease commencing from 1879,Resale,1,9880000,-,7995,Land,-,1236,Jul-18
301,LANDED HOUSING DEVELOPMENT,JALAN HAJI ALIAS,Terrace,10,CCR,Freehold,Resale,1,6350000,-,5156,Land,-,1232,Jun-18
302,WEST COAST GARDENS,WEST COAST DRIVE,Terrace,5,OCR,956 yrs lease commencing from 1928,Resale,1,2860000,-,2090,Land,-,1368,Jun-18
303,REGENT VILLAS,SIXTH AVENUE,Semi-detached,10,CCR,99 yrs lease commencing from 1991,Resale,1,3610000,-,3339,Land,-,1081,Jun-18
304,LANDED HOUSING DEVELOPMENT,ENG KONG TERRACE,Terrace,21,RCR,Freehold,Resale,1,3250000,-,1646,Land,-,1975,Jun-18
305,SHAMROCK PARK,NAMLY PLACE,Terrace,10,CCR,Freehold,Resale,1,4800000,-,1798,Land,-,2670,Jun-18
306,LANDED HOUSING DEVELOPMENT,JALAN TENANG,Semi-detached,10,CCR,999 yrs lease commencing from 1877,Resale,1,5800000,-,3442,Land,-,1685,Jun-18
307,FABER HILLS,FABER AVENUE,Semi-detached,5,OCR,Freehold,Resale,1,6300000,-,4448,Land,-,1416,Jun-18
308,DUKE'S GARDEN,PRINCESS OF WALES ROAD,Semi-detached,10,CCR,999 yrs lease commencing from 1875,Resale,1,6650000,-,3777,Land,-,1761,Jun-18
309,LANDED HOUSING DEVELOPMENT,ZEHNDER ROAD,Semi-detached,5,RCR,Freehold,Resale,1,4750000,-,3380,Land,-,1405,Jun-18
310,LANDED HOUSING DEVELOPMENT,MOUNT SINAI DRIVE ,Semi-detached,10,CCR,999 yrs lease commencing from 1885,Resale,1,4980000,-,3377,Land,-,1475,Jun-18
311,KINGSVILLE,KING'S DRIVE,Semi-detached,10,CCR,102 yrs lease commencing from 1996,Resale,1,3280000,-,2605,Land,-,1259,Jun-18
312,LANDED HOUSING DEVELOPMENT,GREENLEAF DRIVE,Detached,10,CCR,Freehold,Resale,1,11980000,-,7558,Land,-,1585,Jun-18
313,LANDED HOUSING DEVELOPMENT,STEVENS CLOSE,Semi-detached,10,CCR,Freehold,Resale,1,7960000,-,4357,Land,-,1827,Jun-18
314,LANDED HOUSING DEVELOPMENT,NASSIM ROAD,Detached,10,CCR,Freehold,Resale,2,218000000,-,66453,Land,-,3281,Jun-18
315,LANDED HOUSING DEVELOPMENT,JERVOIS HILL,Detached,10,CCR,Freehold,Resale,1,41200000,-,15094,Land,-,2729,Jun-18
316,LANDED HOUSING DEVELOPMENT,CORONATION ROAD WEST,Detached,10,CCR,Freehold,Resale,1,36000000,-,25429,Land,-,1416,Jun-18
317,LANDED HOUSING DEVELOPMENT,JALAN MAS KUNING,Terrace,5,OCR,Freehold,Resale,1,3450000,-,3150,Land,-,1095,Jun-18
318,GREENRIDGE,GREENRIDGE CRESCENT,Terrace,21,RCR,Freehold,Resale,1,3000000,-,2051,Land,-,1463,Jun-18
319,SUMMERLEA GREEN,KISMIS GREEN,Terrace,21,RCR,99 yrs lease commencing from 1995,Resale,1,1925000,-,1615,Land,-,1192,Jun-18
320,SAVOY PARK,ENG KONG DRIVE,Terrace,21,RCR,Freehold,Resale,1,3200000,-,2782,Land,-,1150,Jun-18
321,GOLDEN RISE ESTATE,TOH TUCK WALK,Terrace,21,RCR,Freehold,Resale,1,2710000,-,2189,Land,-,1238,Jun-18
322,LUCKY PARK,LASIA AVENUE,Semi-detached,10,CCR,Freehold,Resale,1,7300000,-,4167,Land,-,1752,Jun-18
323,LANDED HOUSING DEVELOPMENT,SWETTENHAM ROAD,Detached,10,CCR,Freehold,Resale,1,23800000,-,15149,Land,-,1571,May-18
324,SRI MENANTI ESTATE,JERVOIS ROAD,Semi-detached,10,CCR,Freehold,Resale,1,7500000,-,5663,Land,-,1324,May-18
325,PARADISE ISLAND,PARADISE ISLAND,Detached,4,CCR,99 yrs lease commencing from 2005,Resale,1,12000000,-,8170,Land,-,1469,May-18
326,LANDED HOUSING DEVELOPMENT,BUKIT AYER MOLEK,Detached,21,RCR,99 yrs lease commencing from 1957,Resale,1,3300000,-,9919,Land,-,333,May-18
327,LANDED HOUSING DEVELOPMENT,CORONATION ROAD WEST,Semi-detached,10,CCR,999 yrs lease commencing from 1875,Resale,1,4900000,-,3499,Land,-,1400,May-18
328,BAN GUAN PARK,GREENLEAF GROVE,Semi-detached,10,CCR,Freehold,Resale,1,4650000,-,2410,Land,-,1929,May-18
329,HOLLAND GROVE,HOLLAND GROVE VIEW,Semi-detached,10,CCR,99 yrs lease commencing from 1994,Resale,1,2850000,-,2166,Land,-,1316,May-18
330,LANDED HOUSING DEVELOPMENT,SIAN TUAN AVENUE,Semi-detached,21,RCR,999 yrs lease commencing from 1879,Resale,1,7550000,-,3285,Land,-,2298,May-18
331,GREENRIDGE,GREENRIDGE CRESCENT,Terrace,21,RCR,Freehold,Resale,1,3000000,-,2168,Land,-,1384,May-18
332,LANDED HOUSING DEVELOPMENT,WOOLLERTON DRIVE,Detached,10,CCR,Freehold,Resale,1,14773000,-,8127,Land,-,1818,May-18
333,LANDED HOUSING DEVELOPMENT,WEST COAST ROAD,Terrace,5,OCR,99 yrs lease commencing from 1995,Resale,1,2650000,-,2550,Land,-,1039,May-18
334,LANDED HOUSING DEVELOPMENT,JALAN HAJI ALIAS,Semi-detached,10,CCR,Freehold,Resale,1,6300000,-,4519,Land,-,1394,May-18
335,LANDED HOUSING DEVELOPMENT,ALLAMANDA GROVE,Detached,10,CCR,Freehold,Resale,1,7250000,-,4522,Land,-,1603,May-18
336,LANDED HOUSING DEVELOPMENT,JALAN PELEPAH,Semi-detached,5,RCR,Freehold,Resale,1,4100000,-,3251,Land,-,1261,May-18
337,HIGHGATE,HIGHGATE CRESCENT,Terrace,21,RCR,Freehold,Resale,1,3500000,-,3090,Land,-,1133,May-18
338,LANDED HOUSING DEVELOPMENT,WOOLLERTON DRIVE,Detached,10,CCR,Freehold,Resale,1,14000000,-,8158,Land,-,1716,May-18
339,HOLLAND GROVE,HOLLAND GROVE VIEW,Semi-detached,10,CCR,99 yrs lease commencing from 1994,Resale,1,3020000,-,2422,Land,-,1247,May-18
340,GREENRIDGE,GREENRIDGE CRESCENT,Terrace,21,RCR,Freehold,Resale,1,2780000,-,2105,Land,-,1320,May-18
341,SUMMERLEA GREEN,KISMIS GREEN,Terrace,21,RCR,99 yrs lease commencing from 1995,Resale,1,2000000,-,1615,Land,-,1239,May-18
342,MAYFAIR PARK,JALAN KERIA,Semi-detached,21,RCR,99 yrs lease commencing from 1952,Resale,1,1150000,-,3056,Land,-,376,May-18
343,WEST COAST GARDENS,WEST COAST TERRACE,Terrace,5,OCR,956 yrs lease commencing from 1928,Resale,1,3610000,-,2004,Land,-,1801,May-18
344,LANDED HOUSING DEVELOPMENT,COVE DRIVE,Detached,4,CCR,99 yrs lease commencing from 2007,Resale,1,14000000,-,6851,Land,-,2043,May-18
345,LANDED HOUSING DEVELOPMENT,ENG KONG ROAD,Semi-detached,21,RCR,Freehold,Resale,1,3988000,-,2641,Land,-,1510,May-18
346,LANDED HOUSING DEVELOPMENT,JALAN JELITA,Detached,10,CCR,999 yrs lease commencing from 1877,Resale,1,12600000,-,6298,Land,-,2001,May-18
347,LANDED HOUSING DEVELOPMENT,MOUNT SINAI RISE,Semi-detached,10,CCR,999 yrs lease commencing from 1885,Resale,1,6000000,-,4139,Land,-,1450,May-18
348,LANDED HOUSING DEVELOPMENT,MING TECK PARK,Semi-detached,10,CCR,999 yrs lease commencing from 1876,Resale,1,5500000,-,3322,Land,-,1656,May-18
349,SHEPHERD'S HILL ESTATE,MERINO CRESCENT,Detached,3,RCR,Freehold,Resale,1,6810000,-,5526,Land,-,1232,May-18
350,KISMIS RESIDENCES,ENG KONG ROAD,Terrace,21,RCR,Freehold,New Sale,1,4188000,-,2153,Land,-,1945,May-18
351,LANDED HOUSING DEVELOPMENT,JALAN KAMPONG CHANTEK,Detached,21,RCR,Freehold,Resale,1,13000000,-,10796,Land,-,1204,May-18
352,KISMIS RESIDENCES,ENG KONG TERRACE,Terrace,21,RCR,Freehold,New Sale,1,4300000,-,2174,Land,-,1978,May-18
353,LANDED HOUSING DEVELOPMENT,TOH TUCK CRESCENT,Terrace,21,RCR,99 yrs lease commencing from 1992,Resale,1,1918000,-,2658,Land,-,722,May-18
354,KISMIS RESIDENCES,LORONG KISMIS,Terrace,21,RCR,Freehold,New Sale,1,4600000,-,2217,Land,-,2075,May-18
355,LANDED HOUSING DEVELOPMENT,NAMLY PLACE,Semi-detached,10,CCR,Freehold,Resale,1,5550000,-,3818,Land,-,1454,May-18
356,GREENBANK PARK,GREENBANK PARK,Semi-detached,21,RCR,Freehold,Resale,1,4500000,-,4048,Land,-,1112,May-18
357,HIGHGATE,HIGHGATE CRESCENT,Terrace,21,RCR,Freehold,Resale,1,2938000,-,1784,Land,-,1647,May-18
358,HENRY PARK,MOUNT SINAI LANE,Semi-detached,10,CCR,999 yrs lease commencing from 1885,Resale,1,5650000,-,2520,Land,-,2242,May-18
