S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
166,ONE HOLLAND VILLAGE RESIDENCES,HOLLAND VILLAGE WAY,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,1385650,1368905,484,Strata,21 to 25,2826,Jan-20
167,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1144000,-,721,Strata,06 to 10,1586,Jan-20
168,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1266000,-,743,Strata,21 to 25,1705,Jan-20
169,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1074000,-,689,Strata,11 to 15,1559,Jan-20
170,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1417780,-,958,Strata,31 to 35,1480,Jan-20
171,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,1993600,-,700,Strata,06 to 10,2849,Jan-20
172,VAN HOLLAND,HOLLAND ROAD,Condominium,10,CCR,Freehold,New Sale,1,2329000,-,775,Strata,01 to 05,3005,Jan-20
173,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1392360,-,958,Strata,26 to 30,1453,Jan-20
174,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1543240,-,1066,Strata,26 to 30,1448,Jan-20
175,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1772000,-,1076,Strata,16 to 20,1646,Jan-20
176,ONE HOLLAND VILLAGE RESIDENCES,HOLLAND VILLAGE WAY,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,1424770,1414758,484,Strata,21 to 25,2921,Jan-20
177,3 CUSCADEN,CUSCADEN WALK,Apartment,10,CCR,Freehold,New Sale,1,1631960,-,474,Strata,11 to 15,3446,Jan-20
178,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1406000,-,657,Strata,21 to 25,2141,Jan-20
179,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1187000,-,732,Strata,11 to 15,1622,Jan-20
180,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1191000,-,732,Strata,11 to 15,1627,Jan-20
181,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1223000,-,743,Strata,11 to 15,1647,Jan-20
182,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1658340,-,1281,Strata,06 to 10,1295,Jan-20
183,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,4180800,-,1496,Strata,06 to 10,2794,Jan-20
184,MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,2055354,-,1184,Strata,11 to 15,1736,Jan-20
185,ONE HOLLAND VILLAGE RESIDENCES,HOLLAND VILLAGE WAY,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,1395350,1385485,484,Strata,21 to 25,2860,Jan-20
186,VAN HOLLAND,HOLLAND ROAD,Condominium,10,CCR,Freehold,New Sale,1,3218000,-,1055,Strata,01 to 05,3051,Jan-20
187,VIEW AT KISMIS,LORONG KISMIS,Apartment,21,RCR,99 yrs lease commencing from 2019,New Sale,1,1000000,-,592,Strata,01 to 05,1689,Jan-20
188,VIEW AT KISMIS,LORONG KISMIS,Apartment,21,RCR,99 yrs lease commencing from 2019,New Sale,1,1210000,-,700,Strata,01 to 05,1729,Jan-20
189,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,1756400,-,614,Strata,06 to 10,2863,Jan-20
190,J C DRAYCOTT,DRAYCOTT DRIVE,Apartment,10,CCR,Freehold,Resale,1,2080000,-,1033,Strata,06 to 10,2013,Jan-20
191,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1208000,-,657,Strata,06 to 10,1840,Jan-20
192,CHARMING GARDEN,KING'S ROAD,Condominium,10,CCR,999 yrs lease commencing from 1875,Resale,1,2800000,-,1819,Strata,01 to 05,1539,Jan-20
193,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,1783320,-,1173,Strata,01 to 05,1520,Jan-20
194,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2730000,-,1690,Strata,01 to 05,1615,Jan-20
195,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,2296600,-,872,Strata,01 to 05,2634,Jan-20
196,SYMPHONY HEIGHTS,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,1290000,-,926,Strata,06 to 10,1394,Jan-20
197,VIEW AT KISMIS,LORONG KISMIS,Apartment,21,RCR,99 yrs lease commencing from 2019,New Sale,1,1188000,-,700,Strata,01 to 05,1698,Jan-20
198,VIEW AT KISMIS,LORONG KISMIS,Apartment,21,RCR,99 yrs lease commencing from 2019,New Sale,1,1980000,-,1281,Strata,01 to 05,1546,Jan-20
199,VIEW AT KISMIS,LORONG KISMIS,Apartment,21,RCR,99 yrs lease commencing from 2019,New Sale,1,2006000,-,1292,Strata,01 to 05,1553,Jan-20
200,VIEW AT KISMIS,LORONG KISMIS,Apartment,21,RCR,99 yrs lease commencing from 2019,New Sale,1,1401000,-,807,Strata,01 to 05,1735,Jan-20
201,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1123400,-,764,Strata,21 to 25,1470,Jan-20
202,VAN HOLLAND,HOLLAND ROAD,Condominium,10,CCR,Freehold,New Sale,1,2090000,-,689,Strata,01 to 05,3034,Jan-20
203,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1212000,-,657,Strata,06 to 10,1846,Jan-20
204,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2450000,-,1195,Strata,06 to 10,2051,Jan-20
205,THE PARC CONDOMINIUM,WEST COAST WALK,Condominium,5,OCR,Freehold,Resale,1,1870000,-,1421,Strata,06 to 10,1316,Jan-20
206,THE ENCLAVE . HOLLAND,HOLLAND ROAD,Apartment,10,CCR,Freehold,New Sale,1,2850000,-,1507,Strata,01 to 05,1891,Jan-20
207,THE ENCLAVE . HOLLAND,HOLLAND ROAD,Apartment,10,CCR,Freehold,New Sale,1,2560000,-,1389,Strata,01 to 05,1844,Jan-20
208,GARDENVISTA,DUNEARN ROAD,Condominium,21,RCR,99 yrs lease commencing from 1999,Resale,1,1300000,-,947,Strata,06 to 10,1372,Jan-20
209,GLENTREES,MOUNT SINAI LANE,Condominium,10,CCR,999 yrs lease commencing from 1885,Resale,1,3500000,-,3154,Strata,01 to 05,1110,Jan-20
210,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1441000,-,732,Strata,16 to 20,1969,Jan-20
211,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1247000,-,657,Strata,11 to 15,1899,Jan-20
212,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1328000,-,732,Strata,01 to 05,1814,Jan-20
213,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1735000,-,1044,Strata,11 to 15,1662,Jan-20
214,THE HYDE,BALMORAL ROAD,Condominium,10,CCR,Freehold,New Sale,1,2651616,-,980,Strata,11 to 15,2707,Jan-20
215,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2877600,-,1615,Strata,06 to 10,1782,Jan-20
216,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,4180800,-,1496,Strata,06 to 10,2794,Jan-20
217,MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,2074954,-,1184,Strata,16 to 20,1752,Jan-20
218,MARTINA MANSIONS,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,Resale,1,2300000,-,1259,Strata,01 to 05,1826,Jan-20
219,VAN HOLLAND,HOLLAND ROAD,Condominium,10,CCR,Freehold,New Sale,1,5118000,-,1991,Strata,01 to 05,2570,Jan-20
220,SPRING GROVE,GRANGE ROAD,Condominium,10,CCR,99 yrs lease commencing from 1991,Resale,1,1600000,-,1012,Strata,11 to 15,1581,Jan-20
221,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1435000,-,915,Strata,11 to 15,1568,Jan-20
222,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,845000,-,517,Strata,11 to 15,1635,Jan-20
223,ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,1969000,-,721,Strata,01 to 05,2730,Jan-20
224,STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,932000,-,441,Strata,16 to 20,2112,Jan-20
225,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,917580,-,614,Strata,21 to 25,1496,Jan-20
226,MARINA COLLECTION,COVE DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2007,Resale,1,6500000,-,3412,Strata,01 to 05,1905,Jan-20
227,DAINTREE RESIDENCE,TOH TUCK ROAD,Condominium,21,RCR,99 yrs lease commencing from 2017,New Sale,1,1247720,-,678,Strata,01 to 05,1840,Jan-20
228,THE EQUATORIAL,STEVENS ROAD,Condominium,10,CCR,Freehold,Resale,1,3400000,-,2422,Strata,11 to 15,1404,Jan-20
229,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,852000,-,474,Strata,01 to 05,1799,Jan-20
230,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,1435000,-,775,Strata,01 to 05,1852,Jan-20
231,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,2052400,-,1044,Strata,31 to 35,1966,Jan-20
232,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1723000,-,721,Strata,41 to 45,2389,Jan-20
233,CASABELLA,DUCHESS AVENUE,Condominium,10,CCR,Freehold,Resale,1,3050000,-,3079,Strata,-,991,Jan-20
234,CHATEAU LE FAME,EWE BOON ROAD,Apartment,10,CCR,Freehold,Resale,1,1690088,-,1087,Strata,01 to 05,1555,Jan-20
235,MAYFAIR MODERN,RIFLE RANGE ROAD,Condominium,21,RCR,99 yrs lease commencing from 2018,New Sale,1,2193200,-,1044,Strata,01 to 05,2101,Jan-20
236,ONE HOLLAND VILLAGE RESIDENCES,HOLLAND VILLAGE WAY,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,3116560,3085394,1098,Strata,21 to 25,2810,Jan-20
237,ONE HOLLAND VILLAGE RESIDENCES,HOLLAND VILLAGE WAY,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,2014011,2007968,797,Strata,06 to 10,2521,Jan-20
238,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1398920,-,990,Strata,26 to 30,1413,Jan-20
239,STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1261000,-,635,Strata,16 to 20,1986,Jan-20
240,THE CASCADIA,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,2650000,-,1496,Strata,06 to 10,1771,Jan-20
241,HIGH OAK CONDOMINIUM,TOH TUCK ROAD,Condominium,21,RCR,99 yrs lease commencing from 1996,Resale,1,1400000,-,1399,Strata,01 to 05,1000,Jan-20
242,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,842000,-,517,Strata,11 to 15,1630,Jan-20
243,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,6039600,-,2433,Strata,01 to 05,2483,Jan-20
244,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,1934800,-,710,Strata,06 to 10,2723,Jan-20
245,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,6277700,-,2594,Strata,01 to 05,2420,Jan-20
246,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,6165200,-,2400,Strata,01 to 05,2568,Jan-20
247,MAYFAIR MODERN,RIFLE RANGE ROAD,Condominium,21,RCR,99 yrs lease commencing from 2018,New Sale,1,1048000,-,506,Strata,06 to 10,2072,Jan-20
248,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,1109000,-,646,Strata,01 to 05,1717,Jan-20
249,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,837540,-,484,Strata,01 to 05,1729,Jan-20
250,VAN HOLLAND,HOLLAND ROAD,Condominium,10,CCR,Freehold,New Sale,1,2022450,-,689,Strata,01 to 05,2936,Jan-20
251,VAN HOLLAND,HOLLAND ROAD,Condominium,10,CCR,Freehold,New Sale,1,1465670,-,495,Strata,01 to 05,2960,Jan-20
252,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1659170,-,1270,Strata,06 to 10,1306,Jan-20
253,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1209000,-,732,Strata,16 to 20,1652,Jan-20
254,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1088000,-,527,Strata,21 to 25,2063,Jan-20
255,DAINTREE RESIDENCE,TOH TUCK ROAD,Condominium,21,RCR,99 yrs lease commencing from 2017,New Sale,1,1182290,-,710,Strata,01 to 05,1664,Jan-20
256,JUNIPER HILL,EWE BOON ROAD,Apartment,10,CCR,Freehold,New Sale,1,6080000,-,2217,Strata,11 to 15,2742,Jan-20
257,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,832000,-,474,Strata,01 to 05,1757,Jan-20
258,ONE HOLLAND VILLAGE RESIDENCES,HOLLAND VILLAGE WAY,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,1332598,1325935,484,Strata,11 to 15,2737,Jan-20
259,VAN HOLLAND,HOLLAND ROAD,Condominium,10,CCR,Freehold,New Sale,1,3433000,-,1152,Strata,01 to 05,2981,Jan-20
260,VAN HOLLAND,HOLLAND ROAD,Condominium,10,CCR,Freehold,New Sale,1,3413000,-,1152,Strata,01 to 05,2963,Jan-20
261,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1526020,-,1066,Strata,21 to 25,1432,Jan-20
262,RV EDGE,SHANGHAI ROAD,Apartment,10,CCR,Freehold,Resale,1,1188800,-,743,Strata,06 to 10,1601,Jan-20
263,BOULEVARD 88,ORCHARD BOULEVARD,Apartment,10,CCR,Freehold,New Sale,1,6196500,-,1776,Strata,11 to 15,3489,Jan-20
264,REGENCY PARK,NATHAN ROAD,Condominium,10,CCR,Freehold,Resale,1,5100000,-,3175,Strata,01 to 05,1606,Jan-20
265,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,6018300,-,2411,Strata,01 to 05,2496,Jan-20
266,MAYFAIR MODERN,RIFLE RANGE ROAD,Condominium,21,RCR,99 yrs lease commencing from 2018,New Sale,1,2235000,-,1044,Strata,01 to 05,2141,Jan-20
267,GARDENVISTA,DUNEARN ROAD,Condominium,21,RCR,99 yrs lease commencing from 1999,Resale,1,1300000,-,936,Strata,06 to 10,1388,Jan-20
268,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2725000,-,1701,Strata,01 to 05,1602,Jan-20
269,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,968420,-,603,Strata,31 to 35,1607,Jan-20
270,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2280000,-,840,Strata,01 to 05,2716,Jan-20
271,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,4159000,-,1496,Strata,11 to 15,2780,Jan-20
272,MAYFAIR MODERN,RIFLE RANGE ROAD,Condominium,21,RCR,99 yrs lease commencing from 2018,New Sale,1,2145132,-,1141,Strata,06 to 10,1880,Jan-20
273,CLEMENTI PARK,SUNSET WAY,Condominium,21,OCR,Freehold,Resale,1,2028000,-,1722,Strata,06 to 10,1178,Jan-20
274,DUCHESS RESIDENCES,DUCHESS AVENUE,Condominium,10,CCR,999 yrs lease commencing from 1875,Resale,1,2700000,-,1485,Strata,01 to 05,1818,Jan-20
275,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,1511160,-,893,Strata,01 to 05,1691,Jan-20
276,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2147000,-,1109,Strata,16 to 20,1937,Jan-20
277,DORMER PARK,JERVOIS ROAD,Condominium,10,CCR,Freehold,Resale,1,2750000,-,1679,Strata,01 to 05,1638,Jan-20
278,SOMMERVILLE PARK,FARRER DRIVE,Condominium,10,CCR,Freehold,Resale,1,2210000,-,1302,Strata,01 to 05,1697,Jan-20
279,SOUTHAVEN II,HINDHEDE WALK,Condominium,21,OCR,999 yrs lease commencing from 1877,Resale,1,1773000,-,1539,Strata,06 to 10,1152,Jan-20
280,THE GRANGE,GRANGE GARDEN,Condominium,10,CCR,Freehold,Resale,1,4600000,-,1765,Strata,16 to 20,2606,Jan-20
281,THE LEVELZ,FARRER ROAD,Condominium,10,CCR,Freehold,Resale,1,1230000,-,743,Strata,06 to 10,1656,Jan-20
282,TWIN VEW,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2017,New Sale,1,2346000,-,1518,Strata,31 to 35,1546,Jan-20
283,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,3200000,-,1561,Strata,01 to 05,2050,Jan-20
284,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 2007,Resale,1,2664000,-,1281,Strata,01 to 05,2080,Jan-20
285,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,1610000,-,1076,Strata,11 to 15,1496,Jan-20
286,ARDMORE PARK,ARDMORE PARK,Condominium,10,CCR,Freehold,Resale,1,9200000,-,2885,Strata,21 to 25,3189,Jan-20
287,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,1663000,-,786,Strata,36 to 40,2116,Jan-20
288,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,2095200,-,1044,Strata,36 to 40,2007,Jan-20
289,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1402000,-,657,Strata,21 to 25,2135,Jan-20
290,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,1325000,-,829,Strata,01 to 05,1599,Jan-20
291,VAN HOLLAND,HOLLAND ROAD,Condominium,10,CCR,Freehold,New Sale,1,3441000,-,1152,Strata,01 to 05,2988,Jan-20
292,SPRING GROVE,GRANGE ROAD,Condominium,10,CCR,99 yrs lease commencing from 1991,Resale,1,2830000,-,1787,Strata,11 to 15,1584,Jan-20
293,TERRENE AT BUKIT TIMAH,JALAN JURONG KECHIL,Condominium,21,RCR,999 yrs lease commencing from 1885,Resale,1,800000,-,527,Strata,01 to 05,1517,Jan-20
294,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,2211000,-,1292,Strata,21 to 25,1712,Jan-20
295,HILLVIEW GREEN,HUME AVENUE,Condominium,21,OCR,999 yrs lease commencing from 1883,Resale,1,1350000,-,1281,Strata,06 to 10,1054,Jan-20
296,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,2294682,-,818,Strata,06 to 10,2805,Jan-20
297,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,2302773,-,818,Strata,06 to 10,2815,Jan-20
298,FABER CREST,FABER HEIGHTS,Condominium,5,OCR,99 yrs lease commencing from 1996,Resale,1,1180000,-,1378,Strata,01 to 05,856,Jan-20
299,GISBORNE LIGHT,EWE BOON ROAD,Apartment,10,CCR,Freehold,Resale,1,3200000,-,2885,Strata,06 to 10,1109,Jan-20
300,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,2263600,-,818,Strata,01 to 05,2767,Jan-20
301,STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1281000,-,635,Strata,16 to 20,2017,Jan-20
302,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 2007,Resale,1,2700000,-,1399,Strata,01 to 05,1930,Jan-20
303,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,2779000,-,1711,Strata,21 to 25,1624,Jan-20
304,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,2020000,-,1292,Strata,06 to 10,1564,Jan-20
305,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,1405000,-,893,Strata,01 to 05,1573,Jan-20
306,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,2295700,-,818,Strata,06 to 10,2806,Jan-20
307,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,2311700,-,818,Strata,11 to 15,2826,Jan-20
308,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,2303700,-,818,Strata,06 to 10,2816,Jan-20
309,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,1886400,-,710,Strata,01 to 05,2655,Jan-20
310,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,1953600,-,710,Strata,06 to 10,2750,Jan-20
311,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,2617800,-,958,Strata,06 to 10,2733,Jan-20
312,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,1549200,-,538,Strata,06 to 10,2878,Jan-20
313,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,2865600,-,1044,Strata,01 to 05,2745,Jan-20
314,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,1714800,-,614,Strata,06 to 10,2795,Jan-20
315,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,1706700,-,614,Strata,01 to 05,2782,Jan-20
316,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,1511100,-,538,Strata,06 to 10,2808,Jan-20
317,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,3813900,-,1604,Strata,11 to 15,2378,Jan-20
318,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,3431600,-,1356,Strata,01 to 05,2530,Jan-20
319,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,2657900,-,1044,Strata,01 to 05,2546,Jan-20
320,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,3720500,-,1356,Strata,06 to 10,2743,Jan-20
321,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,2295700,-,818,Strata,06 to 10,2806,Jan-20
322,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,1663000,-,786,Strata,36 to 40,2116,Jan-20
323,CENTRAL GREEN CONDOMINIUM,JALAN MEMBINA,Condominium,3,RCR,99 yrs lease commencing from 1992,Resale,1,1300000,-,926,Strata,16 to 20,1404,Jan-20
324,TERRENE AT BUKIT TIMAH,JALAN JURONG KECHIL,Condominium,21,RCR,999 yrs lease commencing from 1885,Resale,1,815000,-,527,Strata,01 to 05,1545,Jan-20
325,VAN HOLLAND,HOLLAND ROAD,Condominium,10,CCR,Freehold,New Sale,1,2101000,-,689,Strata,01 to 05,3050,Jan-20
326,VAN HOLLAND,HOLLAND ROAD,Condominium,10,CCR,Freehold,New Sale,1,1495000,-,495,Strata,01 to 05,3019,Jan-20
327,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,868180,-,614,Strata,11 to 15,1415,Jan-20
328,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,2095200,-,1044,Strata,36 to 40,2007,Jan-20
329,ONE HOLLAND VILLAGE RESIDENCES,HOLLAND VILLAGE WAY,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,2007563,1987487,797,Strata,01 to 05,2495,Jan-20
330,DAINTREE RESIDENCE,TOH TUCK ROAD,Condominium,21,RCR,99 yrs lease commencing from 2017,New Sale,1,1114100,-,710,Strata,01 to 05,1568,Jan-20
331,PARKSUITES,HOLLAND GROVE ROAD,Apartment,10,CCR,110 Yrs From 01/11/2017,New Sale,1,1600000,-,786,Strata,01 to 05,2036,Jan-20
332,VAN HOLLAND,HOLLAND ROAD,Condominium,10,CCR,Freehold,New Sale,1,2345000,-,775,Strata,01 to 05,3026,Jan-20
333,BOULEVARD 88,ORCHARD BOULEVARD,Apartment,10,CCR,Freehold,New Sale,1,4989600,-,1313,Strata,21 to 25,3800,Jan-20
